id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
681821351652731860,Cozy 5 BD/2BR near Airport and Train,254804362,Keir,,East Boston,42.37930679999999,-71.0316924,Entire home/apt,498,29,41,2023-12-12,2.35,1,85,24,STR-546528
682706928099435560,Master bedroom & bath close to Subway and Downtown,2707695,Roman,,Dorchester,42.31344,-71.053,Private room,80,29,4,2024-05-26,0.19,3,308,1,
683768558849092912,"Blueground | Back Bay, w/d, nr newbury st",107434423,Blueground,,Back Bay,42.3491652,-71.0807758,Entire home/apt,189,32,0,,,379,293,0,
683914608777399176,Sleek FIDI Studio | Close to Public Transit!,382451810,Healing Homes,,Downtown,42.358187082017196,-71.05292292238751,Entire home/apt,232,1,125,2024-06-15,5.70,74,350,72,STR-489692
683914624290121400,New! Lovely 1br | FIDI District| Keyless Entry,382451810,Healing Homes,,Downtown,42.35851859637587,-71.05364896225989,Entire home/apt,227,1,106,2024-06-18,4.83,74,348,64,STR-489709
683914639091241468,Spacious 2br FIDI District | Centrally Located!,382451810,Healing Homes,,Downtown,42.35851418690993,-71.0531663803597,Entire home/apt,506,1,127,2024-06-20,5.79,74,85,77,STR-489677
683918385793735810,South End Brownstone Duplex,120930331,Kara,,South End,42.34428399999999,-71.0697069,Entire home/apt,950,3,25,2024-05-25,1.21,1,334,13,STR-493489
684151057102691398,Home-like 4BR-3BA Retreat | Near Ashmont Station,394065719,Thanh,,Dorchester,42.28366,-71.05917,Entire home/apt,,1,69,2024-06-09,3.32,1,194,39,STR-511073
684624691343264937,"Blueground | N. Station, w/d & gym, nr td garden",107434423,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,172,32,0,,,379,348,0,
684685835346260348,"Ellie 5 - St Botolph, Back Bay, 2 Twin Bed Studio",331225367,Foster,,Back Bay,42.34252,-71.08402,Entire home/apt,225,1,78,2024-06-16,3.42,72,125,42,STR-531165
685264683899873589,Most Wonderful 3 Bedroom apt in downtown Boston,373675137,Liya,,Beacon Hill,42.36031,-71.06319,Entire home/apt,220,29,6,2024-01-12,0.41,49,64,4,
685264730379800426,Top three bed apt in heart of boston beacon hill,373675137,Liya,,Beacon Hill,42.3595,-71.06517,Entire home/apt,155,29,1,2024-02-23,0.25,49,177,1,
685485399501366239,Top Newest 4 bed apt beacon hill boston downtown,373675137,Liya,,Beacon Hill,42.35916,-71.06713,Entire home/apt,170,29,5,2024-05-30,0.47,49,213,5,
685511413725942222,Stunning South End 1BR - private roof deck,76943756,Karina,,South End,42.34216,-71.08169,Entire home/apt,386,2,98,2024-06-13,4.77,1,281,58,STR-491733
685747427112188759,Five75 Lux BOS - Boho Chic,442394018,Kevin,,Mattapan,42.2882,-71.09446,Entire home/apt,,2,19,2023-10-15,0.85,1,335,4,STR-483331
685905667259735098,"Blueground | N. Station, w/d & gym, nr td garden",107434423,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,159,32,0,,,379,295,0,
686237520200515563,Awesome Studio with great amenities!,409684302,Justin And Mandy,,South End,42.34059,-71.07893,Entire home/apt,238,1,25,2024-06-16,1.12,34,322,15,Exempt: This listing is a hotel or motel
686364498965100576,"Beacon Hill Vintage Home. Walk to MGH,MIT,Downtown",95634275,Sophia,,West End,42.36173744491452,-71.06428646937798,Entire home/apt,,1,5,2024-05-23,0.32,7,0,2,STR-480630
686367001812187571,Sparkling 2BR / 2BA in Back Bay,163848078,Adam,,Back Bay,42.34968,-71.07891,Entire home/apt,475,29,3,2023-08-31,0.15,63,323,1,STR-466119
686384189370270627,Modern Huge 2bed 2bath Apartment Back bay,163848078,Adam,,Back Bay,42.34821,-71.08002,Entire home/apt,541,29,2,2023-10-04,0.18,63,323,2,STR-466119
686659102449877793,"Blueground | Back Bay, gym & roof, nr copley sq",107434423,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,189,32,0,,,379,243,0,
686824424550769622,Marvelous 1 bed room with nice living room 2 beds,373675137,Liya,,Beacon Hill,42.36038,-71.06824,Entire home/apt,136,29,4,2023-12-31,0.22,49,178,2,
686859137338659695,Lovely 3bedroom apartment in Boston,282505012,Maria,,Jamaica Plain,42.29687,-71.11235,Entire home/apt,196,2,58,2024-06-16,2.56,2,257,34,STR-481824
686979963987322682,Top 3 bedroom apt with 5 beds in downtown Boston,373675137,Liya,,Downtown,42.36164,-71.06365,Entire home/apt,197,29,4,2024-04-30,0.20,49,86,3,
687078043562545838,Sweetest 3bed room apt Boston BeaconHill topdeal,373675137,Liya,,Beacon Hill,42.36033,-71.06328,Entire home/apt,225,29,5,2024-05-22,0.30,49,56,3,
687100831526268407,TopWonderful 2-bedroom in boston down beacon hill,373675137,Liya,,Beacon Hill,42.35952,-71.06485,Entire home/apt,180,29,3,2024-03-19,0.16,49,168,2,
687244854981913174,Best 1- bedroom w cozy living room w 2 beds /view,373675137,Liya,,Beacon Hill,42.36006,-71.06725,Entire home/apt,160,29,4,2024-06-09,0.24,49,211,3,
688910480628831655,"Blueground | Jamaica Plain, w/d, nr t station",107434423,Blueground,,Jamaica Plain,42.300817,-71.11233469999999,Entire home/apt,,32,0,,,379,231,0,
689144548056876223,Spacious Family Friendly Single-Family Home in JP,3033456,Adam,,Jamaica Plain,42.3124907,-71.1023494,Entire home/apt,325,5,7,2024-01-01,0.39,1,41,5,STR-489403
689607534898158572,"Blueground | Back Bay, gym & roof, nr copley sq",107434423,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,171,32,0,,,379,281,0,
689792415355732136,Spacious FIDI 2br | Close to Everything!,382451810,Healing Homes,,Downtown,42.35742713365388,-71.05498999345882,Entire home/apt,584,1,96,2024-06-16,4.39,74,320,48,STR-489707
689804165985101305,Lovely FIDI Studio | Close to Faneuil Hall!,382451810,Healing Homes,,Downtown,42.35871,-71.05515,Entire home/apt,212,1,109,2024-06-18,4.96,74,339,65,STR-489691
689981885807910567,Clean and convenient!  Walk to Boston highlights!,474224382,Eliott,,South Boston,42.33305499999999,-71.0487466,Entire home/apt,214,1,49,2024-06-16,2.23,1,109,18,STR-485772
690101762087547698,AL/R1 Spacious & Sunny Room in Best Boston area!,412452734,Dan,,Allston,42.35143,-71.13293,Private room,82,1,49,2024-05-13,2.23,9,147,20,Exempt: This listing is a unit that has contracts with hospitals
690306318063206572,"D/R1  Large, sunny room near Red Line, IN Boston!",412452734,Dan,,Dorchester,42.31784,-71.05512,Private room,40,29,43,2023-11-05,1.99,9,355,16,Exempt: This listing is a unit that has contracts with hospitals
690399625055881984,Divine Studio  suburb of Boston,8015347,Edwin,,West Roxbury,42.27324,-71.16277,Entire home/apt,95,91,2,2023-10-08,0.18,2,218,2,
690400586934454556,"Blueground | Back Bay, w/d, nr copley t",107434423,Blueground,,Back Bay,42.3496958,-71.081231,Entire home/apt,221,32,1,2023-08-28,0.10,379,60,1,
690400874919227004,"Blueground | Back Bay, w/d, nr copley t",107434423,Blueground,,Back Bay,42.3496611,-71.0814631,Entire home/apt,219,32,0,,,379,187,0,
690610994944099439,South End Penthouse Living,70043046,Craig,,South End,42.3435804,-71.0636588,Private room,130,91,0,,,1,173,0,
691815665072110894,Small & Cozy studio ★ 1 free parking spot ★ Clean!,47584294,Jessy And Diego,,Allston,42.35345,-71.13951,Entire home/apt,165,2,91,2024-06-12,4.13,14,176,52,Exempt: This listing is a unit that has contracts with hospitals
691827220063553170,Location!  Walk! Location! Cute studio.,47584294,Jessy And Diego,,Back Bay,42.34433,-71.08268,Entire home/apt,202,2,89,2024-06-03,4.07,14,151,48,Exempt: This listing is a unit that has contracts with hospitals
691831339471414103,Super location ★ 2 BR Apartment ★ Walk walk walk ★,47584294,Jessy And Diego,,Back Bay,42.34453,-71.08284,Entire home/apt,301,2,99,2024-05-28,4.52,14,123,48,Exempt: This listing is a unit that has contracts with hospitals
692231084096208961,Lovely 2 bed room apt in heart boston beacon hill,373675137,Liya,,Beacon Hill,42.36006947820068,-71.06982169770791,Entire home/apt,120,29,0,,,49,123,0,
692705212150139166,10 minutes to downtown Boston,474836448,James,,Dorchester,42.32153,-71.05485,Entire home/apt,177,2,71,2024-06-13,3.88,1,126,55,STR-489740
693015527477884811,Most lovely 2 room studio boston heart beacon hill,373675137,Liya,,Beacon Hill,42.35837,-71.06797,Entire home/apt,139,29,1,2023-05-06,0.07,49,195,0,
694067288997251306,"(DR81) *New* 6 beds, Close to City, w/d",331225367,Foster,,Dorchester,42.287304377593415,-71.04136424751631,Entire home/apt,694,1,25,2024-06-21,1.12,72,43,22,Exempt: This listing is a unit that has contracts with hospitals
694406328277968795,Lovely 1 bed room with 2 beds boston beacon hill,373675137,Liya,,Beacon Hill,42.35822,-71.06583,Entire home/apt,120,29,4,2024-05-20,0.24,49,197,2,
695474598488938817,Cozy 3-Bedroom Home w/ Queen Beds and More,196912933,Greg,,Roxbury,42.3173486,-71.0929748,Entire home/apt,270,2,53,2024-06-13,2.42,1,93,36,str-551849
695542274861997846,Most Amazing 2 Bedroom apt in Beacon Hill Boston,373675137,Liya,,Beacon Hill,42.35979,-71.06535,Entire home/apt,104,29,3,2024-03-05,0.22,49,169,2,
695571625983663432,Lovely one bedroom Apartment in Boston.,31368662,Joel,,Dorchester,42.2964,-71.05882,Entire home/apt,,29,2,2022-10-29,0.09,1,87,0,STR-489938
695608646617952363,"Beacon Hill, J. Miller Flats - 3 Bedroom Flat #1",814298,Thatch,,Beacon Hill,42.35738,-71.07152,Entire home/apt,880,2,48,2024-06-16,2.21,53,93,35,Exempt: This listing is a hotel or motel
695868903061431283,Mins 2 City SwankyModrn Top Flr Unit w Centrl Air,386040727,Evans,,Dorchester,42.3088302,-71.0602971,Entire home/apt,117,1,13,2024-06-14,2.22,3,1,13,STR-545118
695918936959621754,Most affordable 2 room studio Boston beacon hill,373675137,Liya,,Beacon Hill,42.36017,-71.07099,Entire home/apt,88,29,7,2024-01-10,0.34,49,233,4,
695922879473339360,West Roxbury 2nd flr private apt sleeps 6,69267172,Lynda,,West Roxbury,42.27835,-71.15951,Entire home/apt,158,1,3,2023-10-22,0.31,11,176,3,STR-513970
696898471914040453,Spacious bedroom in Allston (2),255801185,Nelida,,Allston,42.3589531,-71.12857869999999,Private room,83,28,2,2023-10-01,0.11,3,141,1,STR-490142
697326322124831562,Top 1 bed apt w livingRm2 beds boston Beacon Hill,373675137,Liya,,Beacon Hill,42.35888,-71.07127,Entire home/apt,107,29,5,2024-06-08,0.28,49,209,2,
697403072323629904,"Luxury Condo Near DT | Fast Wi-Fi, Gym, Workspace",155083989,Faiz,,Charlestown,42.38255,-71.07385,Entire home/apt,165,30,4,2023-11-30,0.23,1,323,1,
698682466708770533,Private Studio in Boston's Bay Village!,285344759,Bv,,Bay Village,42.34931,-71.06966,Entire home/apt,672,3,7,2023-05-13,0.33,26,36,0,STR-415223
698717445444426065,Third floor large room,92524206,Ray,,East Boston,42.38465,-71.00424,Private room,94,1,134,2024-06-16,6.15,4,50,87,STR-480353
698725097842104765,Free parking room 3,92524206,Ray,,East Boston,42.38417,-71.00478,Private room,98,1,104,2024-06-19,4.79,4,53,61,STR-480353
698729977739907399,Free parking room 2,92524206,Ray,,East Boston,42.38452,-71.00622,Private room,103,1,131,2024-06-14,6.07,4,49,77,STR-480353
699500661653286730,"Boston Back Bay, 
1 BR apartment
3 month min stay",65145071,Pauline,,Back Bay,42.3533787,-71.0777955,Entire home/apt,115,91,2,2024-06-01,0.21,1,203,2,
699850764514871361,Cozy Renovated Suite w/Free St Parking near Train,77801498,Emily,,Roslindale,42.28288,-71.139,Entire home/apt,139,1,109,2024-06-14,5.39,1,94,67,STR-532287
700142117741049119,North End/TD Garden Condo w/Rooftop Deck,339649775,Cara,,North End,42.36472,-71.05683,Entire home/apt,259,1,84,2024-06-09,3.84,1,287,41,STR-483019
700542874333492403,"Blueground | Brighton, w/d, nr cleveland circle",107434423,Blueground,,Brighton,42.3384446,-71.1489479,Entire home/apt,169,32,0,,,379,181,0,
700778970519082728,Ellie 9 - NEW Back Bay Studio in BEST Location,331225367,Foster,,Back Bay,42.34451,-71.08359,Entire home/apt,246,1,80,2024-06-21,3.63,72,138,49,STR-531165
701903542880060170,"Blueground | Longwood, w/d, nr mission hill",107434423,Blueground,,Mission Hill,42.33377950000001,-71.10285259999999,Entire home/apt,,32,0,,,379,0,0,
701903839431825131,"Blueground | Longwood, nr mission park",107434423,Blueground,,Mission Hill,42.3295782,-71.1040476,Entire home/apt,,32,0,,,379,0,0,
702072857749096679,Cozy 2br in Boston FIDI District,382451810,Healing Homes,,Downtown,42.35675344797994,-71.05471005204328,Entire home/apt,449,1,125,2024-06-18,5.70,74,326,74,STR-489678
702081197320972498,Lavish FIDI 2br/2ba | Close to everything!,382451810,Healing Homes,,Downtown,42.35701237566666,-71.05481246796076,Entire home/apt,439,1,94,2024-06-18,4.29,74,321,51,STR-489679
702086929630286306,2br/2ba FIDI Apt | Keyless Entry | Walk anywhere!,382451810,Healing Homes,,Downtown,42.356952467586254,-71.05509589038489,Entire home/apt,412,1,101,2024-06-20,4.63,74,318,56,STR-489680
702087071845813431,Bright and Bold 2BR | Minutes from the T!,382451810,Healing Homes,,Downtown,42.35883208439192,-71.05460809946901,Entire home/apt,511,1,145,2024-06-12,6.64,74,304,86,STR-489681
703444005326529117,"D/R2 Private, small room near Red Line, IN Boston!",412452734,Dan,,Dorchester,42.31757,-71.05341,Private room,35,29,30,2023-09-23,1.37,9,325,5,Exempt: This listing is a unit that has contracts with hospitals
703775139748348565,Condo in downtown Boston,182406463,Griffin,,Bay Village,42.34982,-71.06879,Entire home/apt,557,2,77,2024-06-14,3.63,1,196,44,STR-544848
703833733256479071,BC/BU Area - Renovated Penthouse 3-bedroom/2-bath,446229116,Reda,,Brighton,42.34051,-71.14498,Entire home/apt,435,3,70,2024-06-02,3.41,1,262,39,STR-492873
704062264957785423,"Blueground | N Station, w/d & gym, nr td garden",107434423,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,193,32,0,,,379,325,0,
704785038887176281,"Blueground | Back Bay, gym, nr copley sq",107434423,Blueground,,Back Bay,42.348129,-71.080849,Entire home/apt,195,32,0,,,379,315,0,
705014843735903932,Ellie 11 - Heart of Back Bay! Room for 4!,331225367,Foster,,Back Bay,42.34236,-71.08233,Entire home/apt,399,1,68,2024-06-16,3.27,72,151,37,STR-531165
705014899720892075,"Ellie 8 - NEW! A+ Back Bay Location, Light-filled",331225367,Foster,,South End,42.34244395751108,-71.08176281848675,Entire home/apt,357,1,52,2024-06-10,2.88,72,158,41,STR-531165
705104239378951885,5BR 2BTH Bright & Spacious  Apt in Brighton,2356643,StayNue,,Brighton,42.36193,-71.14457,Entire home/apt,168,1,15,2024-05-20,1.04,51,300,12,STR-461419
705177231048177987,Juan & Wendy's Gateway#1,135920429,Wendy And Juan,,Mattapan,42.27827,-71.09892,Private room,40,4,27,2024-06-16,1.23,2,304,14,STR-459557
706361084592912840,FIDI Boston Spacious 2BR | Keyless Entry,382451810,Healing Homes,,Downtown,42.35863594231532,-71.05500951150687,Entire home/apt,552,29,87,2023-12-10,3.99,74,282,34,STR-489666
706370390426147910,"Bold, Spacious 2br in Boston's Financial District",382451810,Healing Homes,,Downtown,42.35825,-71.05526,Entire home/apt,407,1,119,2024-06-20,5.48,74,314,73,STR-489674
706378208295989224,Airy 2BR | Fidi Boston | Walk anywhere!,382451810,Healing Homes,,Downtown,42.35878332685929,-71.05506999156788,Entire home/apt,656,1,99,2024-06-19,4.54,74,317,49,STR-489676
706390127263498796,Beautiful 2BR In FIDI Boston | Self Check-in,382451810,Healing Homes,,Downtown,42.356589950524445,-71.05380253226004,Entire home/apt,384,1,128,2024-06-17,5.84,74,315,72,STR-489682
706391605702679581,FIDI Boston Lovely 2BR | Close to the T!,382451810,Healing Homes,,Downtown,42.357279815258956,-71.05497914089749,Entire home/apt,409,1,113,2024-06-17,5.19,74,317,57,STR-489683
706395724644588632,Gorgeous Boston 2BR | Financial District,382451810,Healing Homes,,Downtown,42.35681644219281,-71.05324444850807,Entire home/apt,477,1,112,2024-06-18,5.15,74,325,61,STR-489684
706401579813628843,Open Air 2BR | FIDI Boston | Close to Everything!,382451810,Healing Homes,,Downtown,42.3579815584475,-71.05506052287039,Entire home/apt,609,1,122,2024-06-14,5.60,74,304,70,STR-489685
706409928494970624,FIDI 2br | Keyless Entry | Fully Furnished,382451810,Healing Homes,,Downtown,42.3580831477226,-71.05316686351354,Entire home/apt,414,1,118,2024-06-20,5.44,74,312,68,STR-489686
706418652437318875,Wonderful FIDI 2br | Keyless Entry,382451810,Healing Homes,,Downtown,42.35661866605673,-71.05438096977204,Entire home/apt,335,1,98,2024-05-31,4.48,74,320,48,STR-489687
706427301781468018,Warm 1BR in Boston FIDI | Close to Everything!,382451810,Healing Homes,,Downtown,42.35724,-71.053,Entire home/apt,231,1,98,2024-06-15,4.47,74,320,60,STR-489689
706435487823408368,Comfy Financial District 1br | Keyless Entry,382451810,Healing Homes,,Downtown,42.358666840984604,-71.05489370532862,Entire home/apt,249,1,97,2024-06-13,4.43,74,341,43,STR-489693
706439237549118033,Boston Financial District 1BR | Walk to anything!,382451810,Healing Homes,,Downtown,42.358049519419495,-71.05293951860236,Entire home/apt,288,1,122,2024-06-07,5.56,74,323,75,STR-489694
706445990952752456,Spacious 1br In Boston FIDI | Close to T!,382451810,Healing Homes,,Downtown,42.35884,-71.05493,Entire home/apt,264,1,113,2024-06-12,5.16,74,349,66,STR-489695
706455594639449523,Bright FIDI 1br | Centrally Located,382451810,Healing Homes,,Downtown,42.35832,-71.05316,Entire home/apt,250,1,123,2024-06-19,5.62,74,344,72,STR-489705
706551784704814139,(BB2F) NEW! Gorgeous 1 bed!,331225367,Foster,,Back Bay,42.35011,-71.08893,Entire home/apt,299,1,131,2024-06-17,6.05,72,27,75,STR-531165
707412419280652756,Most attractive 2 bed 2 bath apt in downtownBoston,373675137,Liya,,Beacon Hill,42.35958,-71.06504,Entire home/apt,100,29,2,2024-05-18,0.11,49,160,1,
709454279559399856,Brand New 1 Private Room East Boston Jeffries Pt,175681752,Jennifer,,East Boston,42.366,-71.03254,Private room,70,29,0,,,1,365,0,
710061218938630826,"Private bedroom, shared bath, off-street parking",66589143,Tzuo Hann,,Dorchester,42.29267,-71.06143,Private room,30,32,5,2024-01-03,0.25,3,78,3,
710219921415947886,South Boston Best Location!,124868966,Joseph,,South Boston,42.33581,-71.03809,Entire home/apt,1000,29,10,2022-11-27,0.46,1,235,0,STR-486358
710822541189911014,Luxury 2BD/2BA Near Logan Airport and T station,212359760,Evonify,,East Boston,42.38603,-71.00662,Entire home/apt,405,29,32,2023-11-13,1.47,62,140,8,Exempt: This listing is a unit that has contracts with hospitals
711426239388775679,Cute Efficiency Unit in Longwood/Fenway,406353986,Cassandra And Michael,,Mission Hill,42.33331,-71.10498,Entire home/apt,157,2,54,2024-05-31,2.82,17,149,39,STR-545178
711448738229382796,Cozy Longwood-Fenway Studio,406353986,Cassandra And Michael,,Mission Hill,42.33186,-71.10578,Entire home/apt,160,2,49,2024-06-03,2.50,17,112,30,STR-545178
711476894762823525,Chic Condo near T Station & Airport.,71840781,Jader,,East Boston,42.386155782147874,-71.0042382590285,Entire home/apt,267,2,66,2024-06-07,4.30,2,30,47,STR-492566
711511026921156638,T-Stop Getaway: Stylish Condo by the Logan Airport,71840781,Jader,,East Boston,42.38426157419536,-71.00501098042143,Entire home/apt,266,2,53,2024-05-19,3.24,2,224,32,STR-492566
712177073029740980,Great room for a longer stay in JP-near everything,47504058,Timothy,,Jamaica Plain,42.31951,-71.11049,Private room,70,60,6,2023-12-01,0.32,1,359,4,
712524834866658437,"2bd Apt, 3 min walk to train, 7min to airport",52472113,Isabel,,East Boston,42.38831,-70.996,Entire home/apt,213,2,70,2024-05-25,3.61,1,303,48,STR-560474
713140450013616661,Astonishing 4BR Bright *Apt with modern amenities!,271440146,Caleb,,Dorchester,42.2981,-71.07053,Entire home/apt,,2,24,2024-05-27,1.16,2,335,15,STR-469079
713531321139220993,New! Luxurious 3-BR Apt (7B2) Near Downtown Boston,31070527,Daryl,,Dorchester,42.2960199,-71.0808613,Entire home/apt,359,1,108,2024-06-13,5.96,7,331,73,STR-491593
713859265245447720,All new 2-bedroom garden apartment on great block.,34037485,Jonathan,,Jamaica Plain,42.3082134,-71.11154549999999,Entire home/apt,325,4,36,2024-06-17,1.74,1,253,20,STR-545049
715101662823777649,New 2BR|2BA Condo in Jefferies Point with Backyard,25654103,Tom,,East Boston,42.36845,-71.03757,Entire home/apt,193,91,0,,,1,349,0,
715157966796616045,Gorgeous Audubon Circle Studios (3),70331522,Laurie,,Fenway,42.34718,-71.10368,Entire home/apt,195,29,5,2023-12-10,0.25,4,254,2,
715658190467254169,"Blueground | South Boston, nr restaurants",107434423,Blueground,,South Boston,42.3356856,-71.0428472,Entire home/apt,,32,0,,,379,1,0,
715986764385449660,(140R) Studio in Bostons Back Bay! New!,331225367,Foster,,Back Bay,42.35431,-71.07596,Entire home/apt,204,1,97,2024-06-18,4.69,72,50,64,Exempt: This listing is a hotel or motel
716006377445470301,Lovely 4bed room apt@ beacon hill boston Downtown,373675137,Liya,,West End,42.36181,-71.06578,Entire home/apt,190,29,2,2024-05-31,0.15,49,62,1,
716081443145047239,Private Room with Shared Bath in Quiet Street,2356643,StayNue,,South Boston,42.33148,-71.05142,Private room,35,29,12,2024-02-05,0.60,51,336,9,STR-522998
716081495310456299,Peaceful Room w/ Shared Bath near Red Line,2356643,StayNue,,South Boston,42.33327,-71.05132,Private room,35,29,9,2023-07-02,0.42,51,359,1,STR-522998
716240339038945877,Charming Room in an Apt in Boston,2356643,StayNue,,Roxbury,42.32795,-71.0887,Private room,35,1,22,2024-06-06,1.07,51,353,11,STR-460218
717143976702794015,"Blueground | Longwood, w/d, nr mission hill",107434423,Blueground,,Mission Hill,42.33377950000001,-71.10285259999999,Entire home/apt,,32,0,,,379,0,0,
717144275032236703,"Blueground | Longwood, nr laundry & mission hill",107434423,Blueground,,Mission Hill,42.33377950000001,-71.10285259999999,Entire home/apt,,32,1,2024-01-24,0.20,379,0,1,
717144543238258737,"Blueground | Longwood, nr laundry & mission hill",107434423,Blueground,,Mission Hill,42.33377950000001,-71.10285259999999,Entire home/apt,,32,0,,,379,0,0,
717146001095503447,"Blueground | Back Bay, w/d, nr newbury st",107434423,Blueground,,Back Bay,42.3496958,-71.081231,Entire home/apt,197,32,0,,,379,70,0,
717146354041449430,"Blueground | Back Bay, w/d, nr newbury st",107434423,Blueground,,Back Bay,42.3497116,-71.0813239,Entire home/apt,179,32,0,,,379,357,0,
717146630454126118,"Blueground | Brighton, nr sutherland rd green line",107434423,Blueground,,Brighton,42.3423014,-71.1469449,Entire home/apt,,32,0,,,379,0,0,
717146894069489881,"Blueground | Brighton, nr sutherland rd green line",107434423,Blueground,,Brighton,42.3423014,-71.1469449,Entire home/apt,133,32,0,,,379,49,0,
717947226350098456,Boston private room's and studios in boston ma.usa,202522408,Hopeton,,Mattapan,42.27188,-71.08839,Private room,70,5,20,2024-06-03,0.98,1,356,16,STR-489962
718799886240086989,Lovely 1-Bedroom close to public transportation.,437204027,Raja,,Dorchester,42.29525,-71.08216,Private room,41,91,1,2024-02-01,0.21,6,285,1,
719467171987235663,Spacious 2bd/1ba | Free Parking | 3D TOUR,212359760,Evonify,,Dorchester,42.29734,-71.0831,Entire home/apt,195,1,78,2024-06-14,3.65,62,355,55,STR-515555
719990238559489665,"Blueground | Fenway, gym & w/d, nr fenway t",107434423,Blueground,,Fenway,42.34313909999999,-71.09659100000002,Entire home/apt,319,32,0,,,379,365,0,
721977955281446033,Boston arbor oasis - cute one bedroom suite,17519841,Andrea,,Mattapan,42.2751989,-71.0761706,Entire home/apt,109,1,75,2024-06-17,4.74,1,293,54,STR-545047
723597701376842186,Lovely 420 friendly home,41645684,Kensley,,Dorchester,42.28767,-71.07114,Private room,73,91,0,,,2,365,0,
724112947978939396,"Luxury, 2bed,2 bath, Boston Central, Boston Univ",31340713,Kama,,Fenway,42.34757,-71.10204,Entire home/apt,333,31,14,2023-11-26,0.95,27,295,10,Exempt: This listing is a unit used for furnished institutional or business stays
724619994970017699,Luxury 2BD/2BA Near Logan Airport and T station,212359760,Evonify,,East Boston,42.38802,-71.00643,Entire home/apt,339,29,50,2023-12-11,2.41,62,359,24,Exempt: This listing is a unit that has contracts with hospitals
724685819767873194,Lovely 2 bed room apt beacon hill boston downtown,373675137,Liya,,Beacon Hill,42.35945,-71.06521,Entire home/apt,110,29,1,2024-04-06,0.38,49,239,1,
724887655271565890,Amazing 1 bed rm w nice living rm w extra full bed,373675137,Liya,,Beacon Hill,42.36003,-71.06897,Entire home/apt,120,29,2,2024-06-19,0.11,49,211,1,
726322220210519136,Gorgeous Audubon Circle Studios (4),70331522,Laurie,,Fenway,42.34742,-71.10491,Entire home/apt,195,29,4,2024-01-20,0.20,4,263,3,
727368563191104397,Cozy Fenway 1Br/1Ba | Close to Fenway Park!,275849638,Steven,,Fenway,42.3487,-71.10437,Entire home/apt,275,1,79,2024-06-13,3.80,69,328,48,STR-493755
727398854420249860,"Blueground | Back Bay, w/d, nr newbury st",107434423,Blueground,,Back Bay,42.348129,-71.080849,Entire home/apt,170,32,0,,,379,314,0,
728876693663285499,Beautiful Back Bay 1 BR on Commonwealth Ave,94288387,Julie,,Back Bay,42.35017,-71.08923,Entire home/apt,136,30,2,2023-11-19,0.11,1,221,1,
729254397646619056,4BD/2BA w/ 2 King Beds! Near Airport and Subway.,2006852,Jay,,East Boston,42.37146,-71.03357,Entire home/apt,286,1,71,2024-06-04,3.62,16,308,43,STR-489771
729557022119651821,Cozy 1,216116811,Gilda,,Dorchester,42.30921433156312,-71.0666403116394,Private room,80,2,53,2024-06-19,2.74,4,350,35,STR-512015
729597299173881827,"(5G2) Beautiful Duplex, W/D, Best Location!",331225367,Foster,,Back Bay,42.34938,-71.0836,Entire home/apt,746,1,109,2024-06-06,5.41,72,60,64,STR-550494
729658576548339540,Private Room in Fresh South Boston Apt,2356643,StayNue,,South Boston,42.33339,-71.0519,Private room,35,29,13,2023-12-01,0.63,51,329,2,STR-522998
729658641176422372,Calming Room in a Shared Apt in South Boston,2356643,StayNue,,South Boston,42.33345,-71.05213,Private room,35,29,9,2024-03-05,0.45,51,360,1,STR-522998
730116858234600565,Gorgeous Apt With Dedicated Office Space!,423270067,Harry And Susie,,Back Bay,42.34510252043928,-71.08131026506626,Entire home/apt,437,1,3,2024-06-14,1.14,28,330,3,Exempt: This listing is a hotel or motel
730427842326719531,"ZGroups! Lil Italy, North End, TD Garden",37907846,Boston,,North End,42.36725,-71.05675,Entire home/apt,2200,29,0,,,8,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
730447098205262414,"Modern, Luxury Apartment Near Downtown Boston",206528348,Bar,,East Boston,42.37628,-71.03818,Private room,76,30,0,,,1,328,0,
730478965019511672,BRAND NEW 3bds+2brs Apt. Minutes away from Boston.,482192119,Helen,,Dorchester,42.2932,-71.06254,Entire home/apt,304,2,22,2024-06-02,1.15,1,182,15,STR-483772
731257486642956305,"Sunshine, Laundry-in-unit, Designated work area",32870796,Jessica,,Jamaica Plain,42.3167812,-71.1068123,Entire home/apt,,29,3,2024-01-17,0.19,5,20,2,
731581616930727750,"Blueground | Chinatown/Theater Dist, gym, nr t",107434423,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,375,32,1,2023-08-07,0.09,379,162,1,
731719702200184603,Boston In-law Suite with Private Entrance,28046328,Andrew,,Brighton,42.35581,-71.15674,Entire home/apt,127,2,51,2024-06-15,2.67,1,94,32,STR-494245
